game_id,play_id,type,frame,x,y,tracklet_id
19783001319551,6,defender,72346,19.2729,29.1831,3
19783001319551,6,defender,72347,18.693,29.461,3
19783001319551,6,defender,72348,18.2312,29.4979,3
19783001319551,6,defender,72349,17.7844,29.0044,3
19783001319551,6,defender,72350,17.6699,28.8806,3
19783001319551,6,defender,72351,17.4522,29.1026,3
19783001319551,6,defender,72352,17.2385,28.9945,3
19783001319551,6,defender,72353,16.8444,28.9315,3
19783001319551,6,defender,72354,16.6503,29.2398,3
19783001319551,6,defender,72355,15.9954,28.8731,3
19783001319551,6,defender,72356,15.8676,29.4349,3
19783001319551,6,defender,72357,15.386,29.1481,3
19783001319551,6,defender,72358,15.3159,29.3821,3
19783001319551,6,defender,72359,15.1281,29.4316,3
19783001319551,6,defender,72360,14.9837,29.4444,3
19783001319551,6,defender,72361,14.9411,29.8925,3
19783001319551,6,defender,72362,14.9054,30.0986,3
19783001319551,6,defender,72363,14.2529,30.4777,3
19783001319551,6,defender,72364,14.0366,30.2639,3
19783001319551,6,defender,72365,13.5179,30.0537,3
19783001319551,6,defender,72366,13.9078,30.2862,3
19783001319551,6,defender,72367,13.5983,30.3467,3
19783001319551,6,defender,72368,13.8346,30.4302,3
19783001319551,6,defender,72369,13.5843,30.2338,3
19783001319551,6,defender,72370,13.8204,30.3425,3
19783001319551,6,defender,72371,13.784,30.3557,3
19783001319551,6,defender,72372,13.8595,30.3517,3
